event_time,estimate,std_error,simultaneous_ci_low,simultaneous_ci_high,critical_value
0,-0.012154389388008535,0.004153542114701616,-0.02159578010267177,-0.0027129986733453026,2.2730937724803804
1,0.0020874047472521215,0.005206236754837224,-0.00974685959822684,0.01392166909273108,2.2730937724803804
2,0.010288227765423841,0.008921891919404285,-0.009992069195317066,0.030568524726164746,2.2730937724803804
3,-0.0035472111935926317,0.0030054746622134297,-0.010378936931617554,0.00328451454443229,2.2730937724803804
